 59       0.19831101       0.13336804       0.20475982       0.10403689
 60       0.19881525       0.14140951       0.20592132       0.10409281
 61       0.19973657       0.13504532       0.20626242       0.10432957
 62       0.19784288       0.13304874       0.20489642       0.10398390
 63       0.19790052       0.13345329       0.20445614       0.10398859
 64       0.19792030       0.13308823       0.20413720       0.10401249
 65       0.19792061       0.13314509       0.20417246       0.10389879
 66       0.19766669       0.13322646       0.20431008       0.10394741
 67       0.19761202       0.13312455       0.20418871       0.10410980
 68       0.19859021       0.13322084       0.20425514       0.10421053
 69       0.19801180       0.13342952       0.20441803       0.10397577
 70       0.19291744       0.12975571       0.19854178       0.10121208
 71       0.19282786       0.12981868       0.19829596       0.10130776
 72       0.19275538       0.12970113       0.19828953       0.10132641
 73       0.20527545       0.13055582       0.19911359       0.10133980
 74       0.19290616       0.13009345       0.19863723       0.10118820
 75       0.19294593       0.12990575       0.19853817       0.10138072
 76       0.19297036       0.12986533       0.19877091       0.10143123
 77       0.19291595       0.12989139       0.19860213       0.10138690
 78       0.19261240       0.12997472       0.19872621       0.10120796
 79       0.19294945       0.12950175       0.19852258       0.10127368
 80       0.19279616       0.12941449       0.19838852       0.10130924
 81       0.19220983       0.12958967       0.19845804       0.10119569
 82       0.19193788       0.12970918       0.19817653       0.10110032
 83       0.19190487       0.12969032       0.19803421       0.10124933
 84       0.19209400       0.12985623       0.19799874       0.10126160
 85       0.19278734       0.12924620       0.19831855       0.10118721
 86       0.20945813       0.13043440       0.19898867       0.10127298
 87       0.19248364       0.13006064       0.19899398       0.10152541
 88       0.19329272       0.12992940       0.19879332       0.10146111
 89       0.19306534       0.12986507       0.19892495       0.10135263
 90       0.19284346       0.12983165       0.19894988       0.10126645
 91       0.19249314       0.12967664       0.19863456       0.10152657
 92       0.19266143       0.13000603       0.19848347       0.10132964
 93       0.19701999       0.13035969       0.19929348       0.10143193
 94       0.19284605       0.12991997       0.19901851       0.10121760
 95       0.19276422       0.12989083       0.19873741       0.10127860
 96       0.19276735       0.12987735       0.19870062       0.10135421
 97       0.19273164       0.12982932       0.19863658       0.10139502
 98       0.19264916       0.12988467       0.19859270       0.10125063
 99       0.20958927       0.13037007       0.19871874       0.10144405
100       0.19308513       0.12989253       0.19858825       0.10146816
101       0.19297998       0.12973118       0.19867128       0.10136454
102       0.19285075       0.12992137       0.19876519       0.10125811
103       0.19251844       0.13001185       0.19881590       0.10138917
104       0.19285596       0.13109321       0.19870073       0.10135313
105       0.19268888       0.12959263       0.19852863       0.10118353
106       0.19253789       0.13007533       0.19853036       0.10115496
107       0.19248856       0.13015893       0.19808323       0.10115615
108       0.19249283       0.12945926       0.19788577       0.10352188
109       0.19723784       0.13279053       0.20418897       0.10381804
110       0.19771984       0.13285489       0.20410661       0.10375946
111       0.19801908       0.13313255       0.20372045       0.11086435
112       0.20388191       0.13239591       0.20339680       0.10173830
113       0.19273124       0.12962801       0.19904008       0.10173973
114       0.19236952       0.12972251       0.19834969       0.10130732
115       0.19218044       0.12975467       0.19819138       0.10135284
116       0.19242707       0.12964290       0.19827591       0.10148970
117       0.19229639       0.12926550       0.20429522       0.10402307
118       0.19757565       0.13330360       0.20422665       0.10393015
119       0.19841325       0.13310345       0.20430440       0.10392482
120       0.19819660       0.13311306       0.20470686       0.10390206
121       0.19779639       0.13321958       0.20462700       0.10384799
122       0.19786203       0.13344420       0.20400905       0.10377356
123       0.19834334       0.13316006       0.20423323       0.10410727
124       0.19758198       0.13312812       0.21398311       0.10535723
125       0.19979001       0.13393533       0.20473116       0.10406849
126       0.19823722       0.13317097       0.20442723       0.10392734
127       0.19803103       0.13338699       0.20324363       0.10098624
128       0.19181284       0.12937980       0.19801326       0.10099384
129       0.19193558       0.12995330       0.19814280       0.10102895
130       0.19238915       0.12936273       0.20268337       0.10377559
131       0.19771339       0.13294480       0.20418628       0.10469393
132       0.19788901       0.13296545       0.20419350       0.10380305
133       0.19793722       0.13299895       0.20418986       0.10375883
134       0.19779951       0.13288021       0.20380262       0.10381760
135       0.19763075       0.13294447       0.20403649       0.10370519
136       0.19761099       0.13316211       0.20375046       0.10373762
137       0.19774820       0.13822084       0.20735541       0.10441850
138       0.19777008       0.12922955       0.19779714       0.10174293
139       0.19192415       0.12948895       0.19822080       0.10113967
140       0.19185114       0.12934137       0.19794271       0.10104815
141       0.19197752       0.12961438       0.19791007       0.10097369
142       0.19203643       0.12937288       0.19802014       0.10116979
143       0.19188036       0.12953278       0.19807425       0.10102903
144       0.19235914       0.12993933       0.19823224       0.10096062
145       0.19435742       0.13336080       0.20413570       0.10161465
146       0.19182343       0.12942283       0.19779892       0.10113986
147       0.19178825       0.12944865       0.19805935       0.10089353
148       0.19164785       0.12946209       0.19804033       0.10098307
149       0.19627556       0.13313586       0.20428572       0.10365733
150       0.19773758       0.14047249       0.20693053       0.10468457
151       0.19855805       0.13360520       0.20470313       0.10406308
152       0.19858034       0.13387166       0.20435904       0.10390966
153       0.19876312       0.13318091       0.20744911       0.10413636
154       0.19875963       0.13346858       0.20468637       0.10417700
155       0.19830562       0.13358047       0.20478418       0.10398773
156       0.19836268       0.13473987       0.20670166       0.10466562
157       0.19835134       0.13305484       0.20409434       0.10427004
158       0.19762710       0.13344910       0.20408289       0.10386021
159       0.19807256       0.13335517       0.20397652       0.10378581
160       0.19357342       0.12928619       0.19792286       0.10094253
161       0.19188478       0.12941361       0.19809118       0.10111756
162       0.19177548       0.12947889       0.19815668       0.10094698
163       0.20280717       0.13015860       0.19835381       0.10104858
164       0.19223470       0.12955316       0.19834129       0.10097744
165       0.19240106       0.12913642       0.20307146       0.10395309
166       0.19725677       0.13291409       0.20395590       0.10389238
167       0.19734969       0.13305203       0.20363045       0.10370533
168       0.19805302       0.13265685       0.20346152       0.10369363
169       0.19752508       0.13265276       0.20464649       0.10369455
170       0.19743242       0.13288680       0.20372611       0.10356522
171       0.19773228       0.13270580       0.20359195       0.10360392
172       0.19740011       0.13250374       0.20360847       0.10378360
173       0.19716134       0.13246687       0.20370223       0.10357557
174       0.19766796       0.13260741       0.20342433       0.10362803
175       0.19781557       0.13264589       0.20344032       0.11014066
176       0.19963370       0.13313597       0.20446023       0.10386199
177       0.19772807       0.13288872       0.20391852       0.10376851
178       0.19881856       0.13417618       0.20380545       0.10418238
179       0.19776062       0.13304384       0.20382938       0.10272723
180       0.19234646       0.12963130       0.19850372       0.10115519
181       0.19246640       0.12979379       0.19829054       0.10115664
182       0.19248585       0.12974258       0.19849178       0.10156130
183       0.19415262       0.13079998       0.19953085       0.10196297
184       0.19392905       0.13061610       0.19897573       0.10117218
185       0.19277237       0.12995290       0.20107441       0.10225587
186       0.19328251       0.13056100       0.19855405       0.10130238
187       0.19305721       0.13081218       0.19923248       0.10467043
188       0.19848615       0.13379488       0.21965081       0.10343399
189       0.19563788       0.13167667       0.20199018       0.10257228
190       0.19415092       0.12965061       0.19892292       0.10120736
191       0.19279204       0.13068103       0.20045429       0.10216551
192       0.19273692       0.12982991       0.19840236       0.10102522
193       0.19246136       0.12967921       0.19838268       0.10113685
194       0.19354136       0.13008317       0.20019037       0.10180292
195       0.19317773       0.12975934       0.19830301       0.10115418
196       0.19240922       0.12997885       0.20333583       0.10359621
197       0.19685311       0.13253378       0.20477059       0.10358430
198       0.19738903       0.13296279       0.20351668       0.10346124
199       0.19705259       0.13268477       0.20348186       0.10361609
200       0.19746988       0.13284312       0.20348044       0.10342759
